FechaProgramacion,Fabrica,Seccion,Linea,Equipo,TiempoPNP
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,Llenado Y Embalado / Baby 4 - FLE,15
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,ESTERILIZADOR,15
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE ENVASE LLENO,15
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO ENFRIADOR,46
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO CERRADORA,46
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO ESTERILIZADOR,46
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,ROBOT PALETIZADOR KUKA,46
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,ETIQUETADORA,46
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,ESTERILIZADOR,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,ESPIRAL INGRESO ETIQUETADORA,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,EMBALADORA NON SHOCK,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA ENFRIADOR,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,DETECTOR RAYOS X INSCAN100,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE CAJAS MARSH,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,VAC TRAC ENFRIADOR,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA CERRADORA,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP RODILLO PALETAS,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP MASS CONVEYOR,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENTADOR ENVASES VACIO,46
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO LLEN-CERRADORA,46
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,PRECALENTADOR,46
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,PALETIZADOR WALLON,46
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,LLENADORA,46
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,Llenado Y Embalado / Baby 4 - FLE,46
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE ENVASE LLENO,46
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO ENFRIADOR,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO LLEN-CERRADORA,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO ESTERILIZADOR,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ROBOT PALETIZADOR KUKA,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,PALETIZADOR WALLON,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ETIQUETADORA,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ESPIRAL INGRESO ETIQUETADORA,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,EMBALADORA NON SHOCK,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA PALETIZADOR WALLON,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA ENFRIADOR,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,DETECTOR RAYOS X INSCAN100,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE CAJAS MARSH,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA ENFRIADOR,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENT CAJAS A PALETIZ,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CERRADORA,15
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA CERRADORA,30
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO CERRADORA,30
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO ESTERILIZADOR,30
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ROBOT PALETIZADOR KUKA,30
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,PRECALENTADOR,30
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ESTERILIZADOR,30
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,DETECTOR RAYOS X INSCAN100,30
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO ENFRIADOR,30
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO ESTERILIZADOR,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ROBOT PALETIZADOR KUKA,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ETIQUETADORA,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ESTERILIZADOR,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ESPIRAL INGRESO ETIQUETADORA,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,EMBALADORA NON SHOCK,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA ENFRIADOR,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,DETECTOR RAYOS X INSCAN100,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE CAJAS MARSH,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,VAC TRAC ENFRIADOR,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA EMBALADORA,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP RODILLO PALETAS,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP MASS CONVEYOR,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO ENFRIADOR,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENTADOR ENVASES VACIO,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO LLEN-CERRADORA,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES ENFRIADOR,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,PALETIZADOR WALLON,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,LLENADORA,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,Llenado Y Embalado / Baby 4 - FLE,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ETIQUETADORA,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ESPIRAL INGRESO ETIQUETADORA,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,EMBALADORA NON SHOCK,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA CERRADORA,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,VAC TRAC ENFRIADOR,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA CERRADORA,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP RODILLO PALETAS,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP MASS CONVEYOR,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO CERRADORA,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENTADOR ENVASES VACIO,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO LLEN-CERRADORA,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,PRECALENTADOR,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,PALETIZADOR WALLON,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,LLENADORA,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,Llenado Y Embalado / Baby 4 - FLE,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE ENVASE LLENO,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO EMBAL-ETIQ,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ENGOMADORA - PRENSA,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ENFRIADOR,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR PALETAS,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE ENVASE LLENO,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CERRADORA,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,BBA DE RECUPERO LLENADORA,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA ENFRIADOR,30
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENT CAJAS A PALETIZ,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES LLENADORA,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA PALETIZADOR WALLON,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA ENFRIADOR,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE CAJAS MARSH,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA EMBALADORA,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO EMBAL-ETIQ,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES LLENADORA,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES ENFRIADOR,30
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ENGOMADORA - PRENSA,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ENFRIADOR,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA CERRADORA,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR PALETAS,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,BBA DE RECUPERO LLENADORA,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA ENFRIADOR,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENT CAJAS A PALETIZ,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA PALETIZADOR WALLON,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,CERRADORA,30
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO ENFRIADOR,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO LLEN-CERRADORA,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO ESTERILIZADOR,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ROBOT PALETIZADOR KUKA,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ETIQUETADORA,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ESPIRAL INGRESO ETIQUETADORA,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,EMBALADORA NON SHOCK,40
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA PALETIZADOR WALLON,40
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA ENFRIADOR,40
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,DETECTOR RAYOS X INSCAN100,40
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE CAJAS MARSH,40
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO ENFRIADOR,250
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO LLEN-CERRADORA,250
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO ESTERILIZADOR,250
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,PALETIZADOR WALLON,250
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,ETIQUETADORA,250
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,ESPIRAL INGRESO ETIQUETADORA,250
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,EMBALADORA NON SHOCK,250
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA PALETIZADOR WALLON,250
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA ENFRIADOR,250
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,DETECTOR RAYOS X INSCAN100,250
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE CAJAS MARSH,250
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA ENFRIADOR,40
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENT CAJAS A PALETIZ,40
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,CERRADORA,40
29/6/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA CERRADORA,250
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP RODILLO PALETAS,250
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO CERRADORA,250
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO EMBAL-ETIQ,250
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,PRECALENTADOR,250
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,LLENADORA,250
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ESTERILIZADOR,250
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE ENVASE LLENO,250
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,BBA DE RECUPERO LLENADORA,250
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,VAC TRAC ENFRIADOR,38
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA ENFRIADOR,38
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA EMBALADORA,38
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP MASS CONVEYOR,38
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENTADOR ENVASES VACIO,38
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENT CAJAS A PALETIZ,38
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES LLENADORA,38
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES ENFRIADOR,38
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,LLENADORA,38
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,Llenado Y Embalado / Baby 4 - FLE,38
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA CERRADORA,38
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,VAC TRAC ENFRIADOR,40
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA CERRADORA,40
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP RODILLO PALETAS,40
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP MASS CONVEYOR,40
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO CERRADORA,40
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENTADOR ENVASES VACIO,40
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO EMBAL-ETIQ,40
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,PRECALENTADOR,40
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,PALETIZADOR WALLON,40
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,LLENADORA,40
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,Llenado Y Embalado / Baby 4 - FLE,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ESTERILIZADOR,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE ENVASE LLENO,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA ENFRIADOR,250
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ROBOT PALETIZADOR KUKA,250
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR PALETAS,250
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,CERRADORA,250
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA EMBALADORA,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES LLENADORA,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES ENFRIADOR,40
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ENGOMADORA - PRENSA,40
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,ENFRIADOR,40
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA CERRADORA,40
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR PALETAS,40
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,BBA DE RECUPERO LLENADORA,40
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,VAC TRAC ENFRIADOR,250
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA EMBALADORA,250
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP MASS CONVEYOR,250
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENTADOR ENVASES VACIO,250
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENT CAJAS A PALETIZ,250
25/7/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES LLENADORA,250
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES ENFRIADOR,250
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,Llenado Y Embalado / Baby 4 - FLE,250
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ENGOMADORA - PRENSA,250
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ENFRIADOR,250
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA CERRADORA,250
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA CERRADORA,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO CERRADORA,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO EMBAL-ETIQ,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,PRECALENTADOR,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ESTERILIZADOR,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,DETECTOR RAYOS X INSCAN100,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE ENVASE LLENO,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,BBA DE RECUPERO LLENADORA,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO ESTERILIZADOR,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ROBOT PALETIZADOR KUKA,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ENGOMADORA - PRENSA,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ENFRIADOR,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR PALETAS,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,CERRADORA,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TRANSP RODILLO PALETAS,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO ENFRIADOR,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO LLEN-CERRADORA,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,PALETIZADOR WALLON,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ETIQUETADORA,38
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ESPIRAL INGRESO ETIQUETADORA,38
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,EMBALADORA NON SHOCK,38
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA PALETIZADOR WALLON,38
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA ENFRIADOR,38
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE CAJAS MARSH,38
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO ENFRIADOR,95
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO LLEN-CERRADORA,95
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO ESTERILIZADOR,95
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,ROBOT PALETIZADOR KUKA,95
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,PALETIZADOR WALLON,95
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,ETIQUETADORA,95
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,ESPIRAL INGRESO ETIQUETADORA,95
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,EMBALADORA NON SHOCK,95
16/8/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA PALETIZADOR WALLON,95
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA ENFRIADOR,95
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,DETECTOR RAYOS X INSCAN100,95
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE CAJAS MARSH,95
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA EMBALADORA,232
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES LLENADORA,232
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES ENFRIADOR,232
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ENGOMADORA - PRENSA,232
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ENFRIADOR,232
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA CERRADORA,232
12/11/2018,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR PALETAS,232
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,BBA DE RECUPERO LLENADORA,232
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA ENFRIADOR,95
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENT CAJAS A PALETIZ,95
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,CERRADORA,95
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,VAC TRAC ENFRIADOR,232
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA CERRADORA,232
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP RODILLO PALETAS,232
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP MASS CONVEYOR,232
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO CERRADORA,232
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENTADOR ENVASES VACIO,232
29/11/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO EMBAL-ETIQ,232
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,PRECALENTADOR,232
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,PALETIZADOR WALLON,232
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,LLENADORA,232
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,Llenado Y Embalado / Baby 4 - FLE,232
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ESTERILIZADOR,232
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE ENVASE LLENO,232
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,VAC TRAC ENFRIADOR,95
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA CERRADORA,95
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP RODILLO PALETAS,95
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP MASS CONVEYOR,95
2/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO CERRADORA,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENTADOR ENVASES VACIO,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO EMBAL-ETIQ,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,PRECALENTADOR,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,LLENADORA,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,Llenado Y Embalado / Baby 4 - FLE,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ESTERILIZADOR,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,CODIFICADOR DE ENVASE LLENO,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA EMBALADORA,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES LLENADORA,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,SOPLADOR DE ENVASES ENFRIADOR,95
5/12/2018,Envases,Envasado Evaporada,Linea Baby 4,ENGOMADORA - PRENSA,95
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ENFRIADOR,95
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR SALIDA CERRADORA,95
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ELEVADOR PALETAS,95
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,BBA DE RECUPERO LLENADORA,95
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TRANSP SALIDA ENFRIADOR,232
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TRANSP ALIMENT CAJAS A PALETIZ,232
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,CERRADORA,232
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TRANSP CABLE ELEVADO ENFRIADOR,232
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO LLEN-CERRADORA,232
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,TABLERO AUTOMATISMO ESTERILIZADOR,232
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ROBOT PALETIZADOR KUKA,232
22/7/2019,Envases,Envasado Evaporada,Linea Baby 4,ETIQUETADORA,232
